time,temp,humidity,location,temp_outside,humidity_outside,location_outside
2021-09-02 20:00:00,64.58,63.7,Lower Southeast,78.0,30.0,Outside
2021-09-02 20:00:00,64.58,72.4,Lower Southwest,78.0,30.0,Outside
2021-09-02 20:00:00,69.98,55.4,Upper East (Garage),78.0,30.0,Outside
2021-09-02 20:00:00,70.34,51.19,Upper West (Bedroom),78.0,30.0,Outside
2021-09-02 20:00:00,78.0,30.0,Outside,78.0,30.0,Outside
2021-09-02 21:00:00,64.94,56.2,Lower Northeast,75.0,37.0,Outside
2021-09-02 21:00:00,71.6,55.1,Backyard,75.0,37.0,Outside
2021-09-02 21:00:00,64.76,62.9,Lower Southeast,75.0,37.0,Outside
2021-09-02 21:00:00,64.58,70.9,Lower Southwest,75.0,37.0,Outside
2021-09-02 21:00:00,69.98,56.0,Upper East (Garage),75.0,37.0,Outside
2021-09-02 21:00:00,70.16,51.39,Upper West (Bedroom),75.0,37.0,Outside
2021-09-02 21:00:00,75.0,37.0,Outside,75.0,37.0,Outside
2021-09-02 22:00:00,64.76,56.7,Lower Northeast,72.0,46.0,Outside
2021-09-02 22:00:00,71.6,55.4,Backyard,72.0,46.0,Outside
2021-09-02 22:00:00,64.58,62.3,Lower Southeast,72.0,46.0,Outside
2021-09-02 22:00:00,64.4,69.0,Lower Southwest,72.0,46.0,Outside
2021-09-02 22:00:00,70.16,55.5,Upper East (Garage),72.0,46.0,Outside
2021-09-02 22:00:00,69.98,52.09,Upper West (Bedroom),72.0,46.0,Outside
2021-09-02 22:00:00,72.0,46.0,Outside,72.0,46.0,Outside
2021-09-02 23:00:00,64.58,57.4,Lower Northeast,70.0,49.0,Outside
2021-09-02 23:00:00,71.6,55.5,Backyard,70.0,49.0,Outside
2021-09-02 23:00:00,64.58,62.4,Lower Southeast,70.0,49.0,Outside
2021-09-02 23:00:00,64.4,69.6,Lower Southwest,70.0,49.0,Outside
2021-09-02 23:00:00,70.16,57.5,Upper East (Garage),70.0,49.0,Outside
2021-09-02 23:00:00,69.98,54.69,Upper West (Bedroom),70.0,49.0,Outside
2021-09-02 23:00:00,70.0,49.0,Outside,70.0,49.0,Outside
2021-09-03 00:00:00,64.22,58.9,Lower Northeast,68.0,55.0,Outside
2021-09-03 00:00:00,71.42,55.7,Backyard,68.0,55.0,Outside
2021-09-03 00:00:00,64.4,62.8,Lower Southeast,68.0,55.0,Outside
2021-09-03 00:00:00,64.4,70.4,Lower Southwest,68.0,55.0,Outside
2021-09-03 00:00:00,70.16,57.3,Upper East (Garage),68.0,55.0,Outside
2021-09-03 00:00:00,69.8,53.19,Upper West (Bedroom),68.0,55.0,Outside
2021-09-03 00:00:00,68.0,55.0,Outside,68.0,55.0,Outside
2021-09-03 01:00:00,64.04,59.1,Lower Northeast,65.0,56.0,Outside
2021-09-03 01:00:00,71.24,54.5,Backyard,65.0,56.0,Outside
2021-09-03 01:00:00,64.4,63.0,Lower Southeast,65.0,56.0,Outside
2021-09-03 01:00:00,64.4,68.1,Lower Southwest,65.0,56.0,Outside
2021-09-03 01:00:00,70.16,57.6,Upper East (Garage),65.0,56.0,Outside
2021-09-03 01:00:00,69.8,55.29,Upper West (Bedroom),65.0,56.0,Outside
2021-09-03 01:00:00,65.0,56.0,Outside,65.0,56.0,Outside
2021-09-03 02:00:00,63.5,58.8,Lower Northeast,64.0,58.0,Outside
2021-09-03 02:00:00,71.24,53.3,Backyard,64.0,58.0,Outside
2021-09-03 02:00:00,64.22,63.4,Lower Southeast,64.0,58.0,Outside
2021-09-03 02:00:00,64.22,66.8,Lower Southwest,64.0,58.0,Outside
2021-09-03 02:00:00,69.98,56.2,Upper East (Garage),64.0,58.0,Outside
2021-09-03 02:00:00,69.44,54.29,Upper West (Bedroom),64.0,58.0,Outside
2021-09-03 02:00:00,64.0,58.0,Outside,64.0,58.0,Outside
2021-09-03 03:00:00,63.14,59.1,Lower Northeast,62.0,65.0,Outside
2021-09-03 03:00:00,71.24,53.4,Backyard,62.0,65.0,Outside
2021-09-03 03:00:00,64.22,61.2,Lower Southeast,62.0,65.0,Outside
2021-09-03 03:00:00,64.04,66.0,Lower Southwest,62.0,65.0,Outside
2021-09-03 03:00:00,69.98,55.6,Upper East (Garage),62.0,65.0,Outside
2021-09-03 03:00:00,69.26,54.39,Upper West (Bedroom),62.0,65.0,Outside
2021-09-03 03:00:00,62.0,65.0,Outside,62.0,65.0,Outside
2021-09-03 04:00:00,62.96,59.7,Lower Northeast,58.0,70.0,Outside
2021-09-03 04:00:00,71.06,52.8,Backyard,58.0,70.0,Outside
2021-09-03 04:00:00,64.22,60.5,Lower Southeast,58.0,70.0,Outside
2021-09-03 04:00:00,64.04,66.2,Lower Southwest,58.0,70.0,Outside
2021-09-03 04:00:00,69.98,55.7,Upper East (Garage),58.0,70.0,Outside
2021-09-03 04:00:00,69.08,53.89,Upper West (Bedroom),58.0,70.0,Outside
2021-09-03 04:00:00,58.0,70.0,Outside,58.0,70.0,Outside
2021-09-03 05:00:00,62.78,59.5,Lower Northeast,56.0,72.0,Outside
2021-09-03 05:00:00,70.88,52.3,Backyard,56.0,72.0,Outside
2021-09-03 05:00:00,64.22,60.1,Lower Southeast,56.0,72.0,Outside
2021-09-03 05:00:00,64.04,65.6,Lower Southwest,56.0,72.0,Outside
2021-09-03 05:00:00,69.8,55.6,Upper East (Garage),56.0,72.0,Outside
2021-09-03 05:00:00,69.08,55.39,Upper West (Bedroom),56.0,72.0,Outside
2021-09-03 05:00:00,56.0,72.0,Outside,56.0,72.0,Outside
2021-09-03 06:00:00,62.6,60.5,Lower Northeast,54.0,75.0,Outside
2021-09-03 06:00:00,70.7,52.1,Backyard,54.0,75.0,Outside
2021-09-03 06:00:00,64.22,59.7,Lower Southeast,54.0,75.0,Outside
2021-09-03 06:00:00,64.04,65.2,Lower Southwest,54.0,75.0,Outside
2021-09-03 06:00:00,69.8,56.1,Upper East (Garage),54.0,75.0,Outside
2021-09-03 06:00:00,68.9,54.99,Upper West (Bedroom),54.0,75.0,Outside
2021-09-03 06:00:00,54.0,75.0,Outside,54.0,75.0,Outside
2021-09-03 07:00:00,62.96,60.8,Lower Northeast,54.0,80.0,Outside
2021-09-03 07:00:00,70.52,51.8,Backyard,54.0,80.0,Outside
2021-09-03 07:00:00,64.22,60.3,Lower Southeast,54.0,80.0,Outside
2021-09-03 07:00:00,64.04,65.4,Lower Southwest,54.0,80.0,Outside
2021-09-03 07:00:00,69.8,56.9,Upper East (Garage),54.0,80.0,Outside
2021-09-03 07:00:00,68.72,55.39,Upper West (Bedroom),54.0,80.0,Outside
2021-09-03 07:00:00,54.0,80.0,Outside,54.0,80.0,Outside
2021-09-03 08:00:00,63.14,60.6,Lower Northeast,58.0,75.0,Outside
2021-09-03 08:00:00,70.52,52.1,Backyard,58.0,75.0,Outside
2021-09-03 08:00:00,64.22,62.2,Lower Southeast,58.0,75.0,Outside
2021-09-03 08:00:00,64.04,65.8,Lower Southwest,58.0,75.0,Outside
2021-09-03 08:00:00,69.8,57.0,Upper East (Garage),58.0,75.0,Outside
2021-09-03 08:00:00,68.9,56.59,Upper West (Bedroom),58.0,75.0,Outside
2021-09-03 08:00:00,58.0,75.0,Outside,58.0,75.0,Outside
2021-09-03 09:00:00,63.14,62.6,Lower Northeast,62.0,62.0,Outside
2021-09-03 09:00:00,70.88,56.1,Backyard,62.0,62.0,Outside
2021-09-03 09:00:00,64.22,63.1,Lower Southeast,62.0,62.0,Outside
2021-09-03 09:00:00,64.04,66.8,Lower Southwest,62.0,62.0,Outside
2021-09-03 09:00:00,69.8,58.0,Upper East (Garage),62.0,62.0,Outside
2021-09-03 09:00:00,68.9,56.89,Upper West (Bedroom),62.0,62.0,Outside
2021-09-03 09:00:00,62.0,62.0,Outside,62.0,62.0,Outside
2021-09-03 10:00:00,63.5,63.4,Lower Northeast,64.0,56.0,Outside
2021-09-03 10:00:00,68.36,51.3,Backyard,64.0,56.0,Outside
2021-09-03 10:00:00,64.4,64.5,Lower Southeast,64.0,56.0,Outside
2021-09-03 10:00:00,64.58,67.0,Lower Southwest,64.0,56.0,Outside
2021-09-03 10:00:00,69.8,58.5,Upper East (Garage),64.0,56.0,Outside
2021-09-03 10:00:00,68.9,55.89,Upper West (Bedroom),64.0,56.0,Outside
2021-09-03 10:00:00,64.0,56.0,Outside,64.0,56.0,Outside
2021-09-03 11:00:00,63.5,63.2,Lower Northeast,68.0,50.0,Outside
2021-09-03 11:00:00,69.44,54.6,Backyard,68.0,50.0,Outside
2021-09-03 11:00:00,64.58,64.1,Lower Southeast,68.0,50.0,Outside
2021-09-03 11:00:00,64.58,66.9,Lower Southwest,68.0,50.0,Outside
2021-09-03 11:00:00,69.98,58.2,Upper East (Garage),68.0,50.0,Outside
2021-09-03 11:00:00,69.08,56.19,Upper West (Bedroom),68.0,50.0,Outside
2021-09-03 11:00:00,68.0,50.0,Outside,68.0,50.0,Outside
2021-09-03 12:00:00,63.86,62.6,Lower Northeast,73.0,41.0,Outside
2021-09-03 12:00:00,69.98,54.4,Backyard,73.0,41.0,Outside
2021-09-03 12:00:00,64.4,64.4,Lower Southeast,73.0,41.0,Outside
2021-09-03 12:00:00,64.4,68.9,Lower Southwest,73.0,41.0,Outside
2021-09-03 12:00:00,70.16,57.6,Upper East (Garage),73.0,41.0,Outside
2021-09-03 12:00:00,69.44,55.69,Upper West (Bedroom),73.0,41.0,Outside
2021-09-03 12:00:00,73.0,41.0,Outside,73.0,41.0,Outside
2021-09-03 13:00:00,64.4,64.2,Lower Northeast,76.0,36.0,Outside
2021-09-03 13:00:00,70.52,54.1,Backyard,76.0,36.0,Outside
2021-09-03 13:00:00,64.4,64.5,Lower Southeast,76.0,36.0,Outside
2021-09-03 13:00:00,64.58,71.7,Lower Southwest,76.0,36.0,Outside
2021-09-03 13:00:00,70.16,57.9,Upper East (Garage),76.0,36.0,Outside
2021-09-03 13:00:00,69.8,56.89,Upper West (Bedroom),76.0,36.0,Outside
2021-09-03 13:00:00,76.0,36.0,Outside,76.0,36.0,Outside
2021-09-03 14:00:00,64.58,62.7,Lower Northeast,76.0,36.0,Outside
2021-09-03 14:00:00,70.7,54.8,Backyard,76.0,36.0,Outside
2021-09-03 14:00:00,64.4,64.6,Lower Southeast,76.0,36.0,Outside
2021-09-03 14:00:00,64.4,70.3,Lower Southwest,76.0,36.0,Outside
2021-09-03 14:00:00,70.34,58.4,Upper East (Garage),76.0,36.0,Outside
2021-09-03 14:00:00,69.8,56.29,Upper West (Bedroom),76.0,36.0,Outside
2021-09-03 14:00:00,76.0,36.0,Outside,76.0,36.0,Outside
2021-09-03 15:00:00,64.76,66.2,Lower Northeast,78.0,31.0,Outside
2021-09-03 15:00:00,70.52,56.0,Backyard,78.0,31.0,Outside
2021-09-03 15:00:00,64.4,65.5,Lower Southeast,78.0,31.0,Outside
2021-09-03 15:00:00,64.58,72.2,Lower Southwest,78.0,31.0,Outside
2021-09-03 15:00:00,70.34,58.4,Upper East (Garage),78.0,31.0,Outside
2021-09-03 15:00:00,69.98,56.39,Upper West (Bedroom),78.0,31.0,Outside
2021-09-03 15:00:00,78.0,31.0,Outside,78.0,31.0,Outside
2021-09-03 16:00:00,64.94,66.0,Lower Northeast,82.0,28.0,Outside
2021-09-03 16:00:00,71.06,55.4,Backyard,82.0,28.0,Outside
2021-09-03 16:00:00,64.4,65.7,Lower Southeast,82.0,28.0,Outside
2021-09-03 16:00:00,64.4,72.2,Lower Southwest,82.0,28.0,Outside
2021-09-03 16:00:00,70.52,58.2,Upper East (Garage),82.0,28.0,Outside
2021-09-03 16:00:00,69.98,56.49,Upper West (Bedroom),82.0,28.0,Outside
2021-09-03 16:00:00,82.0,28.0,Outside,82.0,28.0,Outside
2021-09-03 17:00:00,65.12,65.0,Lower Northeast,81.0,29.0,Outside
2021-09-03 17:00:00,71.24,55.0,Backyard,81.0,29.0,Outside
2021-09-03 17:00:00,64.58,65.9,Lower Southeast,81.0,29.0,Outside
2021-09-03 17:00:00,64.58,71.5,Lower Southwest,81.0,29.0,Outside
2021-09-03 17:00:00,70.7,59.1,Upper East (Garage),81.0,29.0,Outside
2021-09-03 17:00:00,70.16,56.39,Upper West (Bedroom),81.0,29.0,Outside
2021-09-03 17:00:00,81.0,29.0,Outside,81.0,29.0,Outside
2021-09-03 18:00:00,65.12,63.0,Lower Northeast,82.0,24.0,Outside
2021-09-03 18:00:00,71.42,55.0,Backyard,82.0,24.0,Outside
2021-09-03 18:00:00,64.4,65.9,Lower Southeast,82.0,24.0,Outside
2021-09-03 18:00:00,64.4,72.1,Lower Southwest,82.0,24.0,Outside
2021-09-03 18:00:00,70.7,58.8,Upper East (Garage),82.0,24.0,Outside
2021-09-03 18:00:00,70.34,55.69,Upper West (Bedroom),82.0,24.0,Outside
2021-09-03 18:00:00,82.0,24.0,Outside,82.0,24.0,Outside
2021-09-03 19:00:00,64.94,61.7,Lower Northeast,83.0,24.0,Outside
2021-09-03 19:00:00,71.6,55.4,Backyard,83.0,24.0,Outside
2021-09-03 19:00:00,64.58,66.5,Lower Southeast,83.0,24.0,Outside
2021-09-03 19:00:00,64.4,74.0,Lower Southwest,83.0,24.0,Outside
2021-09-03 19:00:00,70.7,58.9,Upper East (Garage),83.0,24.0,Outside
2021-09-03 19:00:00,70.52,55.59,Upper West (Bedroom),83.0,24.0,Outside
2021-09-03 19:00:00,83.0,24.0,Outside,83.0,24.0,Outside
2021-09-03 20:00:00,64.76,62.6,Lower Northeast,77.0,33.0,Outside
2021-09-03 20:00:00,71.6,55.8,Backyard,77.0,33.0,Outside
2021-09-03 20:00:00,64.4,66.8,Lower Southeast,77.0,33.0,Outside
2021-09-03 20:00:00,64.58,71.7,Lower Southwest,77.0,33.0,Outside
2021-09-03 20:00:00,70.88,58.9,Upper East (Garage),77.0,33.0,Outside
2021-09-03 20:00:00,70.34,57.39,Upper West (Bedroom),77.0,33.0,Outside
2021-09-03 20:00:00,77.0,33.0,Outside,77.0,33.0,Outside
2021-09-03 21:00:00,64.4,60.3,Lower Northeast,70.0,44.0,Outside
2021-09-03 21:00:00,71.6,55.6,Backyard,70.0,44.0,Outside
2021-09-03 21:00:00,64.4,66.1,Lower Southeast,70.0,44.0,Outside
2021-09-03 21:00:00,64.4,69.5,Lower Southwest,70.0,44.0,Outside
2021-09-03 21:00:00,70.88,56.7,Upper East (Garage),70.0,44.0,Outside
2021-09-03 21:00:00,69.98,55.59,Upper West (Bedroom),70.0,44.0,Outside
2021-09-03 21:00:00,70.0,44.0,Outside,70.0,44.0,Outside
2021-09-03 22:00:00,64.04,59.9,Lower Northeast,67.0,51.0,Outside
2021-09-03 22:00:00,71.78,54.9,Backyard,67.0,51.0,Outside
2021-09-03 22:00:00,64.58,65.9,Lower Southeast,67.0,51.0,Outside
2021-09-03 22:00:00,64.4,68.0,Lower Southwest,67.0,51.0,Outside
2021-09-03 22:00:00,70.7,55.0,Upper East (Garage),67.0,51.0,Outside
2021-09-03 22:00:00,69.8,54.29,Upper West (Bedroom),67.0,51.0,Outside
2021-09-03 22:00:00,67.0,51.0,Outside,67.0,51.0,Outside
2021-09-03 23:00:00,63.68,60.0,Lower Northeast,67.0,63.0,Outside
2021-09-03 23:00:00,71.6,55.7,Backyard,67.0,63.0,Outside
2021-09-03 23:00:00,64.76,65.8,Lower Southeast,67.0,63.0,Outside
2021-09-03 23:00:00,64.4,67.6,Lower Southwest,67.0,63.0,Outside
2021-09-03 23:00:00,70.7,55.0,Upper East (Garage),67.0,63.0,Outside
2021-09-03 23:00:00,69.62,54.69,Upper West (Bedroom),67.0,63.0,Outside
2021-09-03 23:00:00,67.0,63.0,Outside,67.0,63.0,Outside
2021-09-04 00:00:00,63.5,60.1,Lower Northeast,64.0,60.0,Outside
2021-09-04 00:00:00,71.42,55.0,Backyard,64.0,60.0,Outside
2021-09-04 00:00:00,64.76,64.5,Lower Southeast,64.0,60.0,Outside
2021-09-04 00:00:00,64.4,67.0,Lower Southwest,64.0,60.0,Outside
2021-09-04 00:00:00,70.52,55.2,Upper East (Garage),64.0,60.0,Outside
2021-09-04 00:00:00,69.44,54.39,Upper West (Bedroom),64.0,60.0,Outside
2021-09-04 00:00:00,64.0,60.0,Outside,64.0,60.0,Outside
2021-09-04 01:00:00,63.32,60.6,Lower Northeast,64.0,67.0,Outside
2021-09-04 01:00:00,71.42,54.5,Backyard,64.0,67.0,Outside
2021-09-04 01:00:00,64.58,64.1,Lower Southeast,64.0,67.0,Outside
2021-09-04 01:00:00,64.22,67.3,Lower Southwest,64.0,67.0,Outside
2021-09-04 01:00:00,70.52,55.2,Upper East (Garage),64.0,67.0,Outside
2021-09-04 01:00:00,69.44,56.09,Upper West (Bedroom),64.0,67.0,Outside
2021-09-04 01:00:00,64.0,67.0,Outside,64.0,67.0,Outside
2021-09-04 02:00:00,62.96,61.8,Lower Northeast,60.0,64.0,Outside
2021-09-04 02:00:00,71.24,54.3,Backyard,60.0,64.0,Outside
2021-09-04 02:00:00,64.4,62.3,Lower Southeast,60.0,64.0,Outside
2021-09-04 02:00:00,64.22,67.2,Lower Southwest,60.0,64.0,Outside
2021-09-04 02:00:00,70.52,55.8,Upper East (Garage),60.0,64.0,Outside
2021-09-04 02:00:00,69.26,56.29,Upper West (Bedroom),60.0,64.0,Outside
2021-09-04 02:00:00,60.0,64.0,Outside,60.0,64.0,Outside
2021-09-04 03:00:00,62.6,62.2,Lower Northeast,60.0,64.0,Outside
2021-09-04 03:00:00,71.06,54.2,Backyard,60.0,64.0,Outside
2021-09-04 03:00:00,64.22,62.3,Lower Southeast,60.0,64.0,Outside
2021-09-04 03:00:00,64.04,66.8,Lower Southwest,60.0,64.0,Outside
2021-09-04 03:00:00,70.34,55.8,Upper East (Garage),60.0,64.0,Outside
2021-09-04 03:00:00,69.08,55.29,Upper West (Bedroom),60.0,64.0,Outside
2021-09-04 03:00:00,60.0,64.0,Outside,60.0,64.0,Outside
2021-09-04 04:00:00,62.6,62.9,Lower Northeast,58.0,70.0,Outside
2021-09-04 04:00:00,71.06,54.1,Backyard,58.0,70.0,Outside
2021-09-04 04:00:00,64.22,61.8,Lower Southeast,58.0,70.0,Outside
2021-09-04 04:00:00,64.04,66.9,Lower Southwest,58.0,70.0,Outside
2021-09-04 04:00:00,70.34,55.9,Upper East (Garage),58.0,70.0,Outside
2021-09-04 04:00:00,69.08,56.89,Upper West (Bedroom),58.0,70.0,Outside
2021-09-04 04:00:00,58.0,70.0,Outside,58.0,70.0,Outside
2021-09-04 05:00:00,62.6,62.9,Lower Northeast,56.0,75.0,Outside
2021-09-04 05:00:00,70.7,54.0,Backyard,56.0,75.0,Outside
2021-09-04 05:00:00,64.04,61.9,Lower Southeast,56.0,75.0,Outside
2021-09-04 05:00:00,64.04,67.2,Lower Southwest,56.0,75.0,Outside
2021-09-04 05:00:00,70.34,56.6,Upper East (Garage),56.0,75.0,Outside
2021-09-04 05:00:00,68.9,56.89,Upper West (Bedroom),56.0,75.0,Outside
2021-09-04 05:00:00,56.0,75.0,Outside,56.0,75.0,Outside
2021-09-04 06:00:00,62.42,63.2,Lower Northeast,57.0,69.0,Outside
2021-09-04 06:00:00,70.34,53.9,Backyard,57.0,69.0,Outside
2021-09-04 06:00:00,64.04,61.9,Lower Southeast,57.0,69.0,Outside
2021-09-04 06:00:00,63.86,66.5,Lower Southwest,57.0,69.0,Outside
2021-09-04 06:00:00,70.16,56.7,Upper East (Garage),57.0,69.0,Outside
2021-09-04 06:00:00,68.9,57.19,Upper West (Bedroom),57.0,69.0,Outside
2021-09-04 06:00:00,57.0,69.0,Outside,57.0,69.0,Outside
2021-09-04 07:00:00,62.24,62.9,Lower Northeast,56.0,75.0,Outside
2021-09-04 07:00:00,70.16,53.8,Backyard,56.0,75.0,Outside
2021-09-04 07:00:00,64.04,61.5,Lower Southeast,56.0,75.0,Outside
2021-09-04 07:00:00,63.86,66.6,Lower Southwest,56.0,75.0,Outside
2021-09-04 07:00:00,70.16,56.5,Upper East (Garage),56.0,75.0,Outside
2021-09-04 07:00:00,68.72,56.19,Upper West (Bedroom),56.0,75.0,Outside
2021-09-04 07:00:00,56.0,75.0,Outside,56.0,75.0,Outside
2021-09-04 08:00:00,62.42,64.0,Lower Northeast,59.0,64.0,Outside
2021-09-04 08:00:00,70.16,53.9,Backyard,59.0,64.0,Outside
2021-09-04 08:00:00,64.04,61.7,Lower Southeast,59.0,64.0,Outside
2021-09-04 08:00:00,63.86,66.9,Lower Southwest,59.0,64.0,Outside
2021-09-04 08:00:00,70.16,56.7,Upper East (Garage),59.0,64.0,Outside
2021-09-04 08:00:00,68.9,57.79,Upper West (Bedroom),59.0,64.0,Outside
2021-09-04 08:00:00,59.0,64.0,Outside,59.0,64.0,Outside
2021-09-04 09:00:00,62.6,64.1,Lower Northeast,62.0,62.0,Outside
2021-09-04 09:00:00,69.98,54.0,Backyard,62.0,62.0,Outside
2021-09-04 09:00:00,64.22,62.7,Lower Southeast,62.0,62.0,Outside
2021-09-04 09:00:00,64.04,67.0,Lower Southwest,62.0,62.0,Outside
2021-09-04 09:00:00,70.16,57.5,Upper East (Garage),62.0,62.0,Outside
2021-09-04 09:00:00,68.9,55.89,Upper West (Bedroom),62.0,62.0,Outside
2021-09-04 09:00:00,62.0,62.0,Outside,62.0,62.0,Outside
2021-09-04 10:00:00,62.96,63.1,Lower Northeast,66.0,54.0,Outside
2021-09-04 10:00:00,69.98,54.1,Backyard,66.0,54.0,Outside
2021-09-04 10:00:00,64.22,63.9,Lower Southeast,66.0,54.0,Outside
2021-09-04 10:00:00,64.04,67.3,Lower Southwest,66.0,54.0,Outside
2021-09-04 10:00:00,70.16,56.8,Upper East (Garage),66.0,54.0,Outside
2021-09-04 10:00:00,68.9,55.49,Upper West (Bedroom),66.0,54.0,Outside
2021-09-04 10:00:00,66.0,54.0,Outside,66.0,54.0,Outside
2021-09-04 11:00:00,63.32,65.5,Lower Northeast,70.0,47.0,Outside
2021-09-04 11:00:00,70.16,54.4,Backyard,70.0,47.0,Outside
2021-09-04 11:00:00,64.22,64.8,Lower Southeast,70.0,47.0,Outside
2021-09-04 11:00:00,64.04,70.8,Lower Southwest,70.0,47.0,Outside
2021-09-04 11:00:00,70.16,59.0,Upper East (Garage),70.0,47.0,Outside
2021-09-04 11:00:00,69.26,57.69,Upper West (Bedroom),70.0,47.0,Outside
2021-09-04 11:00:00,70.0,47.0,Outside,70.0,47.0,Outside
2021-09-04 12:00:00,63.5,65.0,Lower Northeast,74.0,40.0,Outside
2021-09-04 12:00:00,70.34,54.5,Backyard,74.0,40.0,Outside
2021-09-04 12:00:00,64.22,65.0,Lower Southeast,74.0,40.0,Outside
2021-09-04 12:00:00,64.22,72.6,Lower Southwest,74.0,40.0,Outside
2021-09-04 12:00:00,70.34,59.4,Upper East (Garage),74.0,40.0,Outside
2021-09-04 12:00:00,69.44,56.59,Upper West (Bedroom),74.0,40.0,Outside
2021-09-04 12:00:00,74.0,40.0,Outside,74.0,40.0,Outside
2021-09-04 13:00:00,63.86,65.7,Lower Northeast,77.0,36.0,Outside
2021-09-04 13:00:00,70.52,54.5,Backyard,77.0,36.0,Outside
2021-09-04 13:00:00,64.22,65.6,Lower Southeast,77.0,36.0,Outside
2021-09-04 13:00:00,64.22,73.7,Lower Southwest,77.0,36.0,Outside
2021-09-04 13:00:00,70.34,57.1,Upper East (Garage),77.0,36.0,Outside
2021-09-04 13:00:00,70.34,55.99,Upper West (Bedroom),77.0,36.0,Outside
2021-09-04 13:00:00,77.0,36.0,Outside,77.0,36.0,Outside
2021-09-04 14:00:00,64.22,61.9,Lower Northeast,80.0,32.0,Outside
2021-09-04 14:00:00,70.88,54.3,Backyard,80.0,32.0,Outside
2021-09-04 14:00:00,64.22,65.6,Lower Southeast,80.0,32.0,Outside
2021-09-04 14:00:00,64.22,73.7,Lower Southwest,80.0,32.0,Outside
2021-09-04 14:00:00,70.52,54.6,Upper East (Garage),80.0,32.0,Outside
2021-09-04 14:00:00,70.34,53.89,Upper West (Bedroom),80.0,32.0,Outside
2021-09-04 14:00:00,80.0,32.0,Outside,80.0,32.0,Outside
2021-09-04 15:00:00,64.4,64.3,Lower Northeast,84.0,28.0,Outside
2021-09-04 15:00:00,71.24,54.8,Backyard,84.0,28.0,Outside
2021-09-04 15:00:00,64.22,66.0,Lower Southeast,84.0,28.0,Outside
2021-09-04 15:00:00,64.4,73.6,Lower Southwest,84.0,28.0,Outside
2021-09-04 15:00:00,70.7,56.1,Upper East (Garage),84.0,28.0,Outside
2021-09-04 15:00:00,70.88,52.79,Upper West (Bedroom),84.0,28.0,Outside
2021-09-04 15:00:00,84.0,28.0,Outside,84.0,28.0,Outside
2021-09-04 16:00:00,64.58,64.3,Lower Northeast,86.0,22.0,Outside
2021-09-04 16:00:00,71.42,54.8,Backyard,86.0,22.0,Outside
2021-09-04 16:00:00,64.22,66.4,Lower Southeast,86.0,22.0,Outside
2021-09-04 16:00:00,64.4,74.0,Lower Southwest,86.0,22.0,Outside
2021-09-04 16:00:00,70.7,54.4,Upper East (Garage),86.0,22.0,Outside
