time,temp,humidity,location,temp_outside,humidity_outside,location_outside
2021-09-04 16:00:00,71.42,52.59,Upper West (Bedroom),86.0,22.0,Outside
2021-09-04 16:00:00,86.0,22.0,Outside,86.0,22.0,Outside
2021-09-04 17:00:00,64.76,62.8,Lower Northeast,87.0,22.0,Outside
2021-09-04 17:00:00,71.6,56.4,Backyard,87.0,22.0,Outside
2021-09-04 17:00:00,64.76,66.0,Lower Southeast,87.0,22.0,Outside
2021-09-04 17:00:00,64.76,74.9,Lower Southwest,87.0,22.0,Outside
2021-09-04 17:00:00,70.88,55.9,Upper East (Garage),87.0,22.0,Outside
2021-09-04 17:00:00,71.6,52.79,Upper West (Bedroom),87.0,22.0,Outside
2021-09-04 17:00:00,87.0,22.0,Outside,87.0,22.0,Outside
2021-09-04 18:00:00,65.12,64.1,Lower Northeast,87.0,23.0,Outside
2021-09-04 18:00:00,71.78,56.7,Backyard,87.0,23.0,Outside
2021-09-04 18:00:00,64.76,66.6,Lower Southeast,87.0,23.0,Outside
2021-09-04 18:00:00,64.76,75.4,Lower Southwest,87.0,23.0,Outside
2021-09-04 18:00:00,70.88,56.3,Upper East (Garage),87.0,23.0,Outside
2021-09-04 18:00:00,71.6,53.39,Upper West (Bedroom),87.0,23.0,Outside
2021-09-04 18:00:00,87.0,23.0,Outside,87.0,23.0,Outside
2021-09-04 19:00:00,64.94,64.7,Lower Northeast,87.0,23.0,Outside
2021-09-04 19:00:00,71.96,57.7,Backyard,87.0,23.0,Outside
2021-09-04 19:00:00,64.94,67.0,Lower Southeast,87.0,23.0,Outside
2021-09-04 19:00:00,64.94,74.7,Lower Southwest,87.0,23.0,Outside
2021-09-04 19:00:00,71.06,55.5,Upper East (Garage),87.0,23.0,Outside
2021-09-04 19:00:00,71.6,53.59,Upper West (Bedroom),87.0,23.0,Outside
2021-09-04 19:00:00,87.0,23.0,Outside,87.0,23.0,Outside
2021-09-04 20:00:00,65.12,66.5,Lower Northeast,79.0,38.0,Outside
2021-09-04 20:00:00,71.96,58.0,Backyard,79.0,38.0,Outside
2021-09-04 20:00:00,64.58,67.5,Lower Southeast,79.0,38.0,Outside
2021-09-04 20:00:00,64.76,77.6,Lower Southwest,79.0,38.0,Outside
2021-09-04 20:00:00,71.06,56.1,Upper East (Garage),79.0,38.0,Outside
2021-09-04 20:00:00,71.06,55.79,Upper West (Bedroom),79.0,38.0,Outside
2021-09-04 20:00:00,79.0,38.0,Outside,79.0,38.0,Outside
2021-09-04 21:00:00,64.94,69.7,Lower Northeast,74.0,55.0,Outside
2021-09-04 21:00:00,71.96,58.1,Backyard,74.0,55.0,Outside
2021-09-04 21:00:00,64.58,67.8,Lower Southeast,74.0,55.0,Outside
2021-09-04 21:00:00,64.58,76.9,Lower Southwest,74.0,55.0,Outside
2021-09-04 21:00:00,71.24,58.4,Upper East (Garage),74.0,55.0,Outside
2021-09-04 21:00:00,70.88,57.49,Upper West (Bedroom),74.0,55.0,Outside
2021-09-04 21:00:00,74.0,55.0,Outside,74.0,55.0,Outside
2021-09-04 22:00:00,64.58,69.4,Lower Northeast,72.0,61.0,Outside
2021-09-04 22:00:00,71.96,58.0,Backyard,72.0,61.0,Outside
2021-09-04 22:00:00,64.58,68.0,Lower Southeast,72.0,61.0,Outside
2021-09-04 22:00:00,64.58,78.1,Lower Southwest,72.0,61.0,Outside
2021-09-04 22:00:00,71.24,61.3,Upper East (Garage),72.0,61.0,Outside
2021-09-04 22:00:00,70.7,58.69,Upper West (Bedroom),72.0,61.0,Outside
2021-09-04 22:00:00,72.0,61.0,Outside,72.0,61.0,Outside
2021-09-04 23:00:00,64.4,70.9,Lower Northeast,71.0,66.0,Outside
2021-09-04 23:00:00,71.96,57.6,Backyard,71.0,66.0,Outside
2021-09-04 23:00:00,64.4,68.3,Lower Southeast,71.0,66.0,Outside
2021-09-04 23:00:00,64.58,78.4,Lower Southwest,71.0,66.0,Outside
2021-09-04 23:00:00,71.24,63.2,Upper East (Garage),71.0,66.0,Outside
2021-09-04 23:00:00,70.7,59.49,Upper West (Bedroom),71.0,66.0,Outside
2021-09-04 23:00:00,71.0,66.0,Outside,71.0,66.0,Outside
2021-09-05 00:00:00,64.4,72.6,Lower Northeast,68.0,73.0,Outside
2021-09-05 00:00:00,71.78,58.9,Backyard,68.0,73.0,Outside
2021-09-05 00:00:00,64.4,68.6,Lower Southeast,68.0,73.0,Outside
2021-09-05 00:00:00,64.4,76.1,Lower Southwest,68.0,73.0,Outside
2021-09-05 00:00:00,71.24,63.7,Upper East (Garage),68.0,73.0,Outside
2021-09-05 00:00:00,70.52,62.39,Upper West (Bedroom),68.0,73.0,Outside
2021-09-05 00:00:00,68.0,73.0,Outside,68.0,73.0,Outside
2021-09-05 01:00:00,64.22,73.5,Lower Northeast,67.0,76.0,Outside
2021-09-05 01:00:00,71.78,57.9,Backyard,67.0,76.0,Outside
2021-09-05 01:00:00,64.4,69.0,Lower Southeast,67.0,76.0,Outside
2021-09-05 01:00:00,64.22,75.4,Lower Southwest,67.0,76.0,Outside
2021-09-05 01:00:00,71.24,63.7,Upper East (Garage),67.0,76.0,Outside
2021-09-05 01:00:00,70.52,62.69,Upper West (Bedroom),67.0,76.0,Outside
2021-09-05 01:00:00,67.0,76.0,Outside,67.0,76.0,Outside
2021-09-05 02:00:00,64.22,73.9,Lower Northeast,66.0,75.0,Outside
2021-09-05 02:00:00,71.78,57.7,Backyard,66.0,75.0,Outside
2021-09-05 02:00:00,64.22,69.3,Lower Southeast,66.0,75.0,Outside
2021-09-05 02:00:00,64.4,76.3,Lower Southwest,66.0,75.0,Outside
2021-09-05 02:00:00,71.24,64.7,Upper East (Garage),66.0,75.0,Outside
2021-09-05 02:00:00,70.34,63.09,Upper West (Bedroom),66.0,75.0,Outside
2021-09-05 02:00:00,66.0,75.0,Outside,66.0,75.0,Outside
2021-09-05 03:00:00,64.04,75.2,Lower Northeast,64.0,78.0,Outside
2021-09-05 03:00:00,71.78,57.7,Backyard,64.0,78.0,Outside
2021-09-05 03:00:00,64.22,69.5,Lower Southeast,64.0,78.0,Outside
2021-09-05 03:00:00,64.4,76.2,Lower Southwest,64.0,78.0,Outside
2021-09-05 03:00:00,71.24,64.9,Upper East (Garage),64.0,78.0,Outside
2021-09-05 03:00:00,70.34,63.09,Upper West (Bedroom),64.0,78.0,Outside
2021-09-05 03:00:00,64.0,78.0,Outside,64.0,78.0,Outside
2021-09-05 04:00:00,63.68,76.4,Lower Northeast,64.0,80.0,Outside
2021-09-05 04:00:00,71.78,57.7,Backyard,64.0,80.0,Outside
2021-09-05 04:00:00,64.22,69.7,Lower Southeast,64.0,80.0,Outside
2021-09-05 04:00:00,64.22,76.4,Lower Southwest,64.0,80.0,Outside
2021-09-05 04:00:00,71.24,64.8,Upper East (Garage),64.0,80.0,Outside
2021-09-05 04:00:00,70.16,63.39,Upper West (Bedroom),64.0,80.0,Outside
2021-09-05 04:00:00,64.0,80.0,Outside,64.0,80.0,Outside
2021-09-05 05:00:00,63.5,76.7,Lower Northeast,63.0,84.0,Outside
2021-09-05 05:00:00,71.6,57.7,Backyard,63.0,84.0,Outside
2021-09-05 05:00:00,64.22,70.0,Lower Southeast,63.0,84.0,Outside
2021-09-05 05:00:00,64.22,76.1,Lower Southwest,63.0,84.0,Outside
2021-09-05 05:00:00,71.24,64.8,Upper East (Garage),63.0,84.0,Outside
2021-09-05 05:00:00,69.98,64.59,Upper West (Bedroom),63.0,84.0,Outside
2021-09-05 05:00:00,63.0,84.0,Outside,63.0,84.0,Outside
2021-09-05 06:00:00,63.5,75.5,Lower Northeast,61.0,87.0,Outside
2021-09-05 06:00:00,71.42,57.6,Backyard,61.0,87.0,Outside
2021-09-05 06:00:00,64.22,70.2,Lower Southeast,61.0,87.0,Outside
2021-09-05 06:00:00,64.22,75.8,Lower Southwest,61.0,87.0,Outside
2021-09-05 06:00:00,71.06,64.3,Upper East (Garage),61.0,87.0,Outside
2021-09-05 06:00:00,69.98,63.69,Upper West (Bedroom),61.0,87.0,Outside
2021-09-05 06:00:00,61.0,87.0,Outside,61.0,87.0,Outside
2021-09-05 07:00:00,63.32,76.7,Lower Northeast,62.0,84.0,Outside
2021-09-05 07:00:00,71.24,57.4,Backyard,62.0,84.0,Outside
2021-09-05 07:00:00,64.22,70.3,Lower Southeast,62.0,84.0,Outside
2021-09-05 07:00:00,64.22,76.3,Lower Southwest,62.0,84.0,Outside
2021-09-05 07:00:00,71.06,64.8,Upper East (Garage),62.0,84.0,Outside
2021-09-05 07:00:00,69.98,64.79,Upper West (Bedroom),62.0,84.0,Outside
2021-09-05 07:00:00,62.0,84.0,Outside,62.0,84.0,Outside
2021-09-05 08:00:00,63.5,77.5,Lower Northeast,64.0,78.0,Outside
2021-09-05 08:00:00,71.24,57.5,Backyard,64.0,78.0,Outside
2021-09-05 08:00:00,64.4,70.2,Lower Southeast,64.0,78.0,Outside
2021-09-05 08:00:00,64.22,76.8,Lower Southwest,64.0,78.0,Outside
2021-09-05 08:00:00,71.06,65.2,Upper East (Garage),64.0,78.0,Outside
2021-09-05 08:00:00,69.98,64.79,Upper West (Bedroom),64.0,78.0,Outside
2021-09-05 08:00:00,64.0,78.0,Outside,64.0,78.0,Outside
2021-09-05 09:00:00,63.86,77.3,Lower Northeast,67.0,70.0,Outside
2021-09-05 09:00:00,71.24,57.9,Backyard,67.0,70.0,Outside
2021-09-05 09:00:00,64.4,70.7,Lower Southeast,67.0,70.0,Outside
2021-09-05 09:00:00,64.4,76.8,Lower Southwest,67.0,70.0,Outside
2021-09-05 09:00:00,71.06,66.8,Upper East (Garage),67.0,70.0,Outside
2021-09-05 09:00:00,69.98,66.09,Upper West (Bedroom),67.0,70.0,Outside
2021-09-05 09:00:00,67.0,70.0,Outside,67.0,70.0,Outside
2021-09-05 10:00:00,64.04,77.6,Lower Northeast,71.0,63.0,Outside
2021-09-05 10:00:00,71.42,58.3,Backyard,71.0,63.0,Outside
2021-09-05 10:00:00,64.4,70.9,Lower Southeast,71.0,63.0,Outside
2021-09-05 10:00:00,64.4,79.3,Lower Southwest,71.0,63.0,Outside
2021-09-05 10:00:00,71.24,67.1,Upper East (Garage),71.0,63.0,Outside
2021-09-05 10:00:00,69.98,66.19,Upper West (Bedroom),71.0,63.0,Outside
2021-09-05 10:00:00,71.0,63.0,Outside,71.0,63.0,Outside
2021-09-05 11:00:00,64.22,79.5,Lower Northeast,73.0,61.0,Outside
2021-09-05 11:00:00,71.42,60.4,Backyard,73.0,61.0,Outside
2021-09-05 11:00:00,64.22,71.1,Lower Southeast,73.0,61.0,Outside
2021-09-05 11:00:00,64.58,80.7,Lower Southwest,73.0,61.0,Outside
2021-09-05 11:00:00,71.24,67.1,Upper East (Garage),73.0,61.0,Outside
2021-09-05 11:00:00,70.34,66.09,Upper West (Bedroom),73.0,61.0,Outside
2021-09-05 11:00:00,73.0,61.0,Outside,73.0,61.0,Outside
2021-09-05 12:00:00,64.4,78.9,Lower Northeast,76.0,54.0,Outside
2021-09-05 12:00:00,71.6,60.4,Backyard,76.0,54.0,Outside
2021-09-05 12:00:00,64.4,71.2,Lower Southeast,76.0,54.0,Outside
2021-09-05 12:00:00,64.58,80.1,Lower Southwest,76.0,54.0,Outside
2021-09-05 12:00:00,71.24,65.8,Upper East (Garage),76.0,54.0,Outside
2021-09-05 12:00:00,70.7,66.39,Upper West (Bedroom),76.0,54.0,Outside
2021-09-05 12:00:00,76.0,54.0,Outside,76.0,54.0,Outside
2021-09-05 13:00:00,64.4,78.0,Lower Northeast,79.0,48.0,Outside
2021-09-05 13:00:00,71.78,62.3,Backyard,79.0,48.0,Outside
2021-09-05 13:00:00,64.4,71.3,Lower Southeast,79.0,48.0,Outside
2021-09-05 13:00:00,64.58,79.5,Lower Southwest,79.0,48.0,Outside
2021-09-05 13:00:00,71.6,65.7,Upper East (Garage),79.0,48.0,Outside
2021-09-05 13:00:00,71.24,64.99,Upper West (Bedroom),79.0,48.0,Outside
2021-09-05 13:00:00,79.0,48.0,Outside,79.0,48.0,Outside
2021-09-05 14:00:00,64.94,80.2,Lower Northeast,81.0,44.0,Outside
2021-09-05 14:00:00,71.96,62.9,Backyard,81.0,44.0,Outside
2021-09-05 14:00:00,64.58,71.6,Lower Southeast,81.0,44.0,Outside
2021-09-05 14:00:00,64.94,80.2,Lower Southwest,81.0,44.0,Outside
2021-09-05 14:00:00,71.78,66.4,Upper East (Garage),81.0,44.0,Outside
2021-09-05 14:00:00,71.6,65.49,Upper West (Bedroom),81.0,44.0,Outside
2021-09-05 14:00:00,81.0,44.0,Outside,81.0,44.0,Outside
2021-09-05 15:00:00,65.12,78.8,Lower Northeast,84.0,41.0,Outside
2021-09-05 15:00:00,72.14,63.2,Backyard,84.0,41.0,Outside
2021-09-05 15:00:00,64.58,71.9,Lower Southeast,84.0,41.0,Outside
2021-09-05 15:00:00,64.94,80.1,Lower Southwest,84.0,41.0,Outside
2021-09-05 15:00:00,71.78,66.1,Upper East (Garage),84.0,41.0,Outside
2021-09-05 15:00:00,71.78,64.89,Upper West (Bedroom),84.0,41.0,Outside
2021-09-05 15:00:00,84.0,41.0,Outside,84.0,41.0,Outside
2021-09-05 16:00:00,65.3,78.7,Lower Northeast,85.0,41.0,Outside
2021-09-05 16:00:00,72.32,64.2,Backyard,85.0,41.0,Outside
2021-09-05 16:00:00,64.58,72.1,Lower Southeast,85.0,41.0,Outside
2021-09-05 16:00:00,64.94,80.0,Lower Southwest,85.0,41.0,Outside
2021-09-05 16:00:00,71.96,66.2,Upper East (Garage),85.0,41.0,Outside
2021-09-05 16:00:00,71.78,65.09,Upper West (Bedroom),85.0,41.0,Outside
2021-09-05 16:00:00,85.0,41.0,Outside,85.0,41.0,Outside
2021-09-05 17:00:00,65.48,78.6,Lower Northeast,85.0,41.0,Outside
2021-09-05 17:00:00,72.5,64.3,Backyard,85.0,41.0,Outside
2021-09-05 17:00:00,64.58,72.3,Lower Southeast,85.0,41.0,Outside
2021-09-05 17:00:00,64.94,80.1,Lower Southwest,85.0,41.0,Outside
2021-09-05 17:00:00,72.14,66.1,Upper East (Garage),85.0,41.0,Outside
2021-09-05 17:00:00,71.96,64.99,Upper West (Bedroom),85.0,41.0,Outside
2021-09-05 17:00:00,85.0,41.0,Outside,85.0,41.0,Outside
2021-09-05 18:00:00,66.02,80.4,Lower Northeast,80.0,52.0,Outside
2021-09-05 18:00:00,72.68,64.7,Backyard,80.0,52.0,Outside
2021-09-05 18:00:00,64.76,72.7,Lower Southeast,80.0,52.0,Outside
2021-09-05 18:00:00,64.94,80.3,Lower Southwest,80.0,52.0,Outside
2021-09-05 18:00:00,72.14,66.8,Upper East (Garage),80.0,52.0,Outside
2021-09-05 18:00:00,71.78,66.39,Upper West (Bedroom),80.0,52.0,Outside
2021-09-05 18:00:00,80.0,52.0,Outside,80.0,52.0,Outside
2021-09-05 19:00:00,65.84,80.9,Lower Northeast,78.0,54.0,Outside
2021-09-05 19:00:00,72.68,65.3,Backyard,78.0,54.0,Outside
2021-09-05 19:00:00,64.76,73.1,Lower Southeast,78.0,54.0,Outside
2021-09-05 19:00:00,64.94,80.6,Lower Southwest,78.0,54.0,Outside
2021-09-05 19:00:00,72.14,66.9,Upper East (Garage),78.0,54.0,Outside
2021-09-05 19:00:00,71.6,66.79,Upper West (Bedroom),78.0,54.0,Outside
2021-09-05 19:00:00,78.0,54.0,Outside,78.0,54.0,Outside
2021-09-05 20:00:00,65.48,80.5,Lower Northeast,73.0,61.0,Outside
2021-09-05 20:00:00,72.68,65.3,Backyard,73.0,61.0,Outside
2021-09-05 20:00:00,65.12,72.9,Lower Southeast,73.0,61.0,Outside
2021-09-05 20:00:00,64.94,80.7,Lower Southwest,73.0,61.0,Outside
2021-09-05 20:00:00,72.14,67.5,Upper East (Garage),73.0,61.0,Outside
2021-09-05 20:00:00,71.42,66.99,Upper West (Bedroom),73.0,61.0,Outside
2021-09-05 20:00:00,73.0,61.0,Outside,73.0,61.0,Outside
2021-09-05 21:00:00,65.12,80.5,Lower Northeast,69.0,65.0,Outside
2021-09-05 21:00:00,72.5,64.7,Backyard,69.0,65.0,Outside
2021-09-05 21:00:00,65.12,73.0,Lower Southeast,69.0,65.0,Outside
2021-09-05 21:00:00,64.94,81.3,Lower Southwest,69.0,65.0,Outside
2021-09-05 21:00:00,72.14,67.6,Upper East (Garage),69.0,65.0,Outside
2021-09-05 21:00:00,71.24,66.59,Upper West (Bedroom),69.0,65.0,Outside
2021-09-05 21:00:00,69.0,65.0,Outside,69.0,65.0,Outside
2021-09-05 22:00:00,64.58,77.5,Lower Northeast,67.0,63.0,Outside
2021-09-05 22:00:00,72.5,65.0,Backyard,67.0,63.0,Outside
2021-09-05 22:00:00,65.3,72.7,Lower Southeast,67.0,63.0,Outside
2021-09-05 22:00:00,64.94,80.3,Lower Southwest,67.0,63.0,Outside
2021-09-05 22:00:00,71.96,65.5,Upper East (Garage),67.0,63.0,Outside
2021-09-05 22:00:00,71.06,65.69,Upper West (Bedroom),67.0,63.0,Outside
2021-09-05 22:00:00,67.0,63.0,Outside,67.0,63.0,Outside
2021-09-05 23:00:00,64.4,74.5,Lower Northeast,65.0,65.0,Outside
2021-09-05 23:00:00,71.6,59.2,Backyard,65.0,65.0,Outside
2021-09-05 23:00:00,64.94,72.8,Lower Southeast,65.0,65.0,Outside
2021-09-05 23:00:00,64.76,79.0,Lower Southwest,65.0,65.0,Outside
2021-09-05 23:00:00,71.78,64.0,Upper East (Garage),65.0,65.0,Outside
2021-09-05 23:00:00,70.7,64.39,Upper West (Bedroom),65.0,65.0,Outside
2021-09-05 23:00:00,65.0,65.0,Outside,65.0,65.0,Outside
2021-09-06 00:00:00,64.22,73.1,Lower Northeast,64.0,67.0,Outside
2021-09-06 00:00:00,71.24,61.7,Backyard,64.0,67.0,Outside
2021-09-06 00:00:00,64.58,72.6,Lower Southeast,64.0,67.0,Outside
2021-09-06 00:00:00,64.58,78.0,Lower Southwest,64.0,67.0,Outside
2021-09-06 00:00:00,71.6,62.9,Upper East (Garage),64.0,67.0,Outside
2021-09-06 00:00:00,70.7,64.99,Upper West (Bedroom),64.0,67.0,Outside
2021-09-06 00:00:00,64.0,67.0,Outside,64.0,67.0,Outside
2021-09-06 01:00:00,64.04,72.1,Lower Northeast,63.0,67.0,Outside
2021-09-06 01:00:00,71.24,61.9,Backyard,63.0,67.0,Outside
2021-09-06 01:00:00,64.4,72.5,Lower Southeast,63.0,67.0,Outside
2021-09-06 01:00:00,64.4,77.3,Lower Southwest,63.0,67.0,Outside
2021-09-06 01:00:00,71.6,61.4,Upper East (Garage),63.0,67.0,Outside
2021-09-06 01:00:00,70.52,63.89,Upper West (Bedroom),63.0,67.0,Outside
2021-09-06 01:00:00,63.0,67.0,Outside,63.0,67.0,Outside
2021-09-06 02:00:00,63.68,72.1,Lower Northeast,64.0,63.0,Outside
2021-09-06 02:00:00,70.88,61.3,Backyard,64.0,63.0,Outside
2021-09-06 02:00:00,64.4,72.2,Lower Southeast,64.0,63.0,Outside
2021-09-06 02:00:00,64.4,76.2,Lower Southwest,64.0,63.0,Outside
2021-09-06 02:00:00,71.6,61.2,Upper East (Garage),64.0,63.0,Outside
2021-09-06 02:00:00,70.34,63.89,Upper West (Bedroom),64.0,63.0,Outside
2021-09-06 02:00:00,64.0,63.0,Outside,64.0,63.0,Outside
2021-09-06 03:00:00,63.68,72.3,Lower Northeast,63.0,65.0,Outside
2021-09-06 03:00:00,70.52,61.4,Backyard,63.0,65.0,Outside
2021-09-06 03:00:00,64.22,72.2,Lower Southeast,63.0,65.0,Outside
2021-09-06 03:00:00,64.22,76.3,Lower Southwest,63.0,65.0,Outside
2021-09-06 03:00:00,71.6,60.8,Upper East (Garage),63.0,65.0,Outside
2021-09-06 03:00:00,70.34,63.59,Upper West (Bedroom),63.0,65.0,Outside
2021-09-06 03:00:00,63.0,65.0,Outside,63.0,65.0,Outside
2021-09-06 04:00:00,63.68,71.8,Lower Northeast,63.0,63.0,Outside
2021-09-06 04:00:00,70.52,61.1,Backyard,63.0,63.0,Outside
2021-09-06 04:00:00,64.22,71.9,Lower Southeast,63.0,63.0,Outside
2021-09-06 04:00:00,64.22,76.1,Lower Southwest,63.0,63.0,Outside
2021-09-06 04:00:00,71.6,60.9,Upper East (Garage),63.0,63.0,Outside
2021-09-06 04:00:00,70.16,63.29,Upper West (Bedroom),63.0,63.0,Outside
2021-09-06 04:00:00,63.0,63.0,Outside,63.0,63.0,Outside
2021-09-06 05:00:00,63.5,71.1,Lower Northeast,63.0,65.0,Outside
2021-09-06 05:00:00,70.34,59.2,Backyard,63.0,65.0,Outside
2021-09-06 05:00:00,64.22,71.9,Lower Southeast,63.0,65.0,Outside
2021-09-06 05:00:00,64.22,75.9,Lower Southwest,63.0,65.0,Outside
2021-09-06 05:00:00,71.42,60.5,Upper East (Garage),63.0,65.0,Outside
2021-09-06 05:00:00,70.16,63.19,Upper West (Bedroom),63.0,65.0,Outside
2021-09-06 05:00:00,63.0,65.0,Outside,63.0,65.0,Outside
2021-09-06 06:00:00,63.5,70.3,Lower Northeast,62.0,65.0,Outside
2021-09-06 06:00:00,70.34,58.3,Backyard,62.0,65.0,Outside
2021-09-06 06:00:00,64.22,71.7,Lower Southeast,62.0,65.0,Outside
2021-09-06 06:00:00,64.22,75.3,Lower Southwest,62.0,65.0,Outside
2021-09-06 06:00:00,71.42,59.7,Upper East (Garage),62.0,65.0,Outside
2021-09-06 06:00:00,69.98,62.79,Upper West (Bedroom),62.0,65.0,Outside
2021-09-06 06:00:00,62.0,65.0,Outside,62.0,65.0,Outside
2021-09-06 07:00:00,63.5,68.7,Lower Northeast,62.0,65.0,Outside
2021-09-06 07:00:00,70.16,57.5,Backyard,62.0,65.0,Outside
2021-09-06 07:00:00,64.22,71.5,Lower Southeast,62.0,65.0,Outside
2021-09-06 07:00:00,64.04,74.8,Lower Southwest,62.0,65.0,Outside
2021-09-06 07:00:00,71.24,58.9,Upper East (Garage),62.0,65.0,Outside
2021-09-06 07:00:00,69.98,61.89,Upper West (Bedroom),62.0,65.0,Outside
2021-09-06 07:00:00,62.0,65.0,Outside,62.0,65.0,Outside
2021-09-06 08:00:00,63.32,69.5,Lower Northeast,62.0,65.0,Outside
2021-09-06 08:00:00,69.98,57.9,Backyard,62.0,65.0,Outside
2021-09-06 08:00:00,64.04,70.8,Lower Southeast,62.0,65.0,Outside
2021-09-06 08:00:00,64.04,74.2,Lower Southwest,62.0,65.0,Outside
2021-09-06 08:00:00,71.24,58.5,Upper East (Garage),62.0,65.0,Outside
2021-09-06 08:00:00,69.8,61.99,Upper West (Bedroom),62.0,65.0,Outside
2021-09-06 08:00:00,62.0,65.0,Outside,62.0,65.0,Outside
2021-09-06 09:00:00,63.32,68.9,Lower Northeast,64.0,63.0,Outside
2021-09-06 09:00:00,69.8,56.5,Backyard,64.0,63.0,Outside
2021-09-06 09:00:00,64.22,69.9,Lower Southeast,64.0,63.0,Outside
2021-09-06 09:00:00,64.04,74.0,Lower Southwest,64.0,63.0,Outside
2021-09-06 09:00:00,71.06,60.1,Upper East (Garage),64.0,63.0,Outside
2021-09-06 09:00:00,69.62,61.29,Upper West (Bedroom),64.0,63.0,Outside
2021-09-06 09:00:00,64.0,63.0,Outside,64.0,63.0,Outside
2021-09-06 10:00:00,63.5,69.8,Lower Northeast,66.0,59.0,Outside
2021-09-06 10:00:00,69.98,57.4,Backyard,66.0,59.0,Outside
2021-09-06 10:00:00,64.04,70.5,Lower Southeast,66.0,59.0,Outside
2021-09-06 10:00:00,64.04,74.4,Lower Southwest,66.0,59.0,Outside
2021-09-06 10:00:00,70.88,61.3,Upper East (Garage),66.0,59.0,Outside
2021-09-06 10:00:00,69.44,61.29,Upper West (Bedroom),66.0,59.0,Outside
2021-09-06 10:00:00,66.0,59.0,Outside,66.0,59.0,Outside
2021-09-06 11:00:00,63.68,70.6,Lower Northeast,69.0,53.0,Outside
2021-09-06 11:00:00,70.7,61.3,Backyard,69.0,53.0,Outside
2021-09-06 11:00:00,64.22,70.7,Lower Southeast,69.0,53.0,Outside
2021-09-06 11:00:00,64.22,74.6,Lower Southwest,69.0,53.0,Outside
2021-09-06 11:00:00,70.88,60.4,Upper East (Garage),69.0,53.0,Outside
2021-09-06 11:00:00,69.62,60.39,Upper West (Bedroom),69.0,53.0,Outside
2021-09-06 11:00:00,69.0,53.0,Outside,69.0,53.0,Outside
2021-09-06 12:00:00,63.86,70.8,Lower Northeast,71.0,51.0,Outside
2021-09-06 12:00:00,70.7,58.8,Backyard,71.0,51.0,Outside
2021-09-06 12:00:00,64.58,70.4,Lower Southeast,71.0,51.0,Outside
2021-09-06 12:00:00,64.22,75.4,Lower Southwest,71.0,51.0,Outside
2021-09-06 12:00:00,71.06,61.0,Upper East (Garage),71.0,51.0,Outside
2021-09-06 12:00:00,69.8,60.59,Upper West (Bedroom),71.0,51.0,Outside
2021-09-06 12:00:00,71.0,51.0,Outside,71.0,51.0,Outside
2021-09-06 13:00:00,64.22,71.0,Lower Northeast,74.0,46.0,Outside
2021-09-06 13:00:00,70.88,59.7,Backyard,74.0,46.0,Outside
